47 -44.0836 -44.1295 -44.2478 72.2908 -35.6343 23 129 41.92
48 -44.2459 -44.2459 -44.2478 -4.82951 -40.1425 23 46 34.62
49 -44.0211 -44.2459 -44.2478 16.6487 -39.6001 28 62 412
50 -44.0442 -44.2459 -44.2478 -20.6804 -40.3899 16 44 32.72
51 -43.8548 -43.8548 -44.2478 164.286 -25.6871 28 71 47.44
52 -43.6234 -43.8548 -44.2478 176.825 -30.8504 29 102 52.52
53 -42.1908 -43.8548 -44.2478 183.794 -29.0194 24 82 48.42
54 -43.0169 -43.8548 -44.2478 192.403 -30.1357 20 93 52.12
55 -41.7682 -43.8548 -44.2478 157.27 -35.2311 26 80 44.952
56 -43.825 -43.8548 -44.2478 199.181 -6.27721 29 103 52.952
57 -43.5655 -43.8548 -44.2478 181.472 -18.9932 34 133 52.12
58 -43.8772 -43.8772 -44.2478 137.886 -32.1083 25 102 52.252
59 -41.763 -43.8772 -44.2478 151.329 -28.3533 27 66 47.552
60 -43.9162 -43.9162 -44.2478 165.384 -31.1356 30 67 46.752
61 -43.9012 -43.9162 -44.2478 173.097 -27.2762 23 80 40.42
62 -43.8586 -43.9162 -44.2478 133.053 -36.7102 24 74 45.152
63 -43.8236 -43.9162 -44.2478 138.556 -37.6898 26 100 492
64 -43.6839 -43.9162 -44.2478 124.249 -37.4552 25 75 46.12
65 -43.734 -43.9162 -44.2478 109.638 -37.9334 16 63 42.42
66 -43.4272 -43.9162 -44.2478 101.351 -32.7309 21 90 42.852
67 -43.8946 -43.9162 -44.2478 81.0991 -36.4653 20 70 38.053
68 -44.0054 -44.0054 -44.2478 48.4972 -37.7446 17 80 39.72
69 -43.905 -44.0054 -44.2478 47.5386 -38.6941 19 52 35.452
70 -43.7856 -44.0054 -44.2478 68.7253 -38.2587 19 73 32.952
71 -43.7945 -44.0054 -44.2478 75.4521 -40.1317 24 66 39.052
72 -40.9397 -40.9397 -44.2478 205.013 -34.6311 23 88 51.42
73 -41.8516 -41.8516 -44.2478 228.369 -35.1963 26 79 51.252
74 -44.2606 -44.2606 -44.2606 198.452 -30.34 27 108 54.752
75 -44.0875 -44.2606 -44.2606 217.535 -24.1308 22 158 62.852
76 -43.7869 -44.2606 -44.2606 185.234 -31.5718 30 117 49.352
77 -43.7379 -44.2606 -44.2606 183.775 -19.0848 32 113 58.62
78 -41.8868 -44.2606 -44.2606 180.689 -25.5427 29 90 50.92
79 -41.8113 -44.2606 -44.2606 204.549 -31.0599 18 175 51.952
80 -43.9106 -44.2606 -44.2606 185.619 -35.6116 24 89 47.252
